director,avg_vote
"Shyam Ramsay, Tulsi Ramsay",6.7
Gavin Hood,5.2
Jean-Michel Barjol,4.2
Róbert I. Douglas,7
Aleksandr Atanesyan,5.6
Nabil Ayouch,7.3
James Anderson,5.7
Mike De Leon,6.5
Arliss Howard,6
Jesús Franco,3
Jérôme Lévy,5.1
Shun Nakahara,6.5
Claude Misonne,5.8
Gary Fleder,6.3
Georgiy Daneliya,6.1
J. Mills Goodloe,6.4
Andrew Lau,6.7
Xiaogang Feng,7.3
Chan-wook Park,7.8
Wilson Yip,7.1
Shinji Sômai,7
Keshu Ramsay,7.2
Vitaliy Moskalenko,6.3
Valeriy Priyomykhov,6.5
Leon Ichaso,6.3
Yuri Boretsky,6.6
Alan Mak,6.6
Maria Peters,5.8
"Mikhail Agranovich, Oleg Yankovskiy",7.3
Nikolay Lebedev,6.3
"David Cardoso, Luiz Castellini",5.4
Gonzalo Suárez,5.9
Tigran Keosayan,5.4
Josh Evans,1.7
Nagesh Kukunoor,7.4
Philippe Faucon,6.5
Gert de Graaff,7.1
Reginald Hudlin,5.4
Bigas Luna,6
Eldar Ryazanov,4.3
Kevin Smith,6.8
John Doo,5.5
Karen Shakhnazarov,6.4
Zdenek Troska,3
Vladimir Menshov,6.3
Marcos Carnevale,4.6
Ted V. Mikels,2.1
Mahesh Manjrekar,7.3
Eliseo Subiela,6.1
Jee-woon Kim,6.9
Lütfi Akad,4.4
Frank Mitchell,4.7
Federico Curiel,6.1
Robert Kramer,5.3
"Michael Covert, Tracy Fraim",5.9
Lütfi Akad,7.2
Roberto Gervitz,6.3
Roger Cantin,5.7
Lütfi Akad,6.9
Michael Polish,5.6
Patrick Bouchitey,6.4
Lütfi Akad,6.7
Lütfi Akad,6.9
Pierre Grimblat,5.3
Roman Kuhn,5.2
Lütfi Akad,6.7
David Caesar,5.9
May Miles Thomas,5.8
Alain de Halleux,6.4
Lúcia Murat,7.1
Brad Anderson,6.4
Bruno Mattei,4.9
Marni Banack,5
Robert Lee,5.2
K.S. Ravikumar,7.5
Semyon Aranovich,7.2
"Lütfi Akad, Memduh Ün",7.4
Lütfi Akad,6.1
Kazushi Watanabe,7.1
Roger Gnoan M'Bala,6.9
Mark Delaroy,4
V. Ramachandra Rao,7.5
Sang-Jin Kim,7
Guang Xi Chang,6.8
K. Shankar,7.1
Claude Zidi,4.1
Zülfü Livaneli,6.9
Piotr Kamler,7
Narayana Rao Dasari,1.7
Mick Napier,4.3
Ki-young Kim,6.7
Patrick Levy,2.9
Ram Gopal Varma,7.3
David Gordon Green,7.3
Naresh Kumar,6.1
Kamalakara Kameshwara Rao,8.8
Zeki Ökten,6.7
Lee Stanley,5.5
Tonia Marketaki,7.7
Hrishikesh Mukherjee,5.7
Narayana Rao Dasari,4.1
John Greyson,6
"Joaquim Jordà, Núria Villazán",6.9
Narayana Rao Dasari,3.2
Guy Deslauriers,5.2
Iglika Triffonova,7.5
Juan Carlos de Llaca,6.9
Bertrand Bonello,5.2
Godfrey Ho,4.2
Bahman Farmanara,6.6
Pierre-Paul Renders,7
Greg Carter,2.5
Francisco J. Lombardi,7.1
Bart Freundlich,5.4
Gustav Machatý,7
Raoul Ruiz,7
"Jonty Acton, Adam Mason",3
Rodrigo Triana,6.6
Tunç Basaran,5.4
Muzaffer Aslan,5.7
Metin Erksan,6.8
Bilge Olgaç,6.9
Phil Claydon,4.2
Ertem Egilmez,7
Yavuz Turgul,7.7
Atif Yilmaz,6.6
Metin Erksan,5.9
Ertem Göreç,5.4
"Danny Pang, Oxide Chun Pang",6.6
Ertem Egilmez,7.6
Orhan Aksoy,6.6
Laís Bodanzky,7.7
Yücel Çakmakli,6.7
Türkan Soray,6.6
Lúcia Murat,6.4
Memduh Ün,6
Sinan Çetin,8.1
Basar Sabuncu,7.5
Bruce McDonald,5.5
Atif Yilmaz,7.4
Serif Gören,6.3
Alec Baldwin,5.5
Osman F. Seden,7.4
Orhan Aksoy,7.4
Türkan Soray,7.9
Yalçin Yelence,5.8
Matteo Garrone,5.9
"Santi Amodeo, Alberto Rodríguez",6
Bora Tekay,7.2
Hulki Saner,6.4
"Steen Rasmussen, Michael Wikke",4.9
Nejat Saydam,6.4
Miguel Hermoso,6.6
Steven de Jong,6.8
Yusuf Kurçenli,6.6
Justin Zackham,4.7
Yavuz Turgul,7.8
Atif Yilmaz,6.3
Atif Yilmaz,6.4
Ülkü Erakalin,6.4
Atif Yilmaz,7.1
Ömer Vargi,8.1
Victor Salva,6.2
Mahesh Manjrekar,4.9
Gilles Paquet-Brenner,5.7
Omiros Efstratiadis,4.7
Omiros Efstratiadis,4.2
Omiros Efstratiadis,5.3
Atif Yilmaz,7.1
Ömer Kavur,6.5
Yiannis Hartomatzidis,5.3
Chris Morrissey,6.5
Peter Sehr,6.4
Giorgos Panousopoulos,6.3
Sandra Goldbacher,6.9
Brian Trenchard-Smith,4
Mehmet Dinler,6.6
Paul Gross,5.7
Kartal Tibet,7.6
Richard Pepin,3.5
Atif Yilmaz,6.9
Boaz Yakin,6.2
Ertem Egilmez,8.1
Kamalakara Kameshwara Rao,7.6
Yoichiro Takahashi,3.1
Ben Wada,5.5
Yorgos Tsemberopoulos,6.4
"Abdül Mahmudov, Hasanagha Turabov",7.8
Antonio Dorado,6.4
Irfan Tözüm,6.7
Yongyoot Thongkongtoon,6.4
Zülfü Livaneli,6.3
Osman F. Seden,7.4
"Brian Nissen, Richard Rich",6.5
Atif Yilmaz,8.6
Kartal Tibet,7.6
Halit Refig,7
"Sérgio Bloch, Tania Lamarca",5
Mehmet Dinler,6.3
Terence Davies,7.5
Árpád Sopsits,7.3
Bruno Barreto,5.2
Atif Yilmaz,6.9
Türkan Soray,6.8
Basar Sabuncu,7.5
Sangeeth Sivan,4.3
Michiel van Jaarsveld,6.2
Tim Sullivan,5.3
Stefan Schwartz,6.7
Salah Abouseif,7.6
Nicolae Corjos,7.1
Anurag Mehta,6.3
Kodi Ramakrishna,7.1
Walter von Huene,3.6
Anne-Marie Miéville,7
Nejat Saydam,5.9
Leo Esakia,7.2
John McTiernan,6.5
Paul Matthews,3.1
Singeetam Srinivasa Rao,7.8
Hark Tsui,3.6
Flávio Ramos Tambellini,6.6
Steven Spielberg,8.1
Roger Michell,6.4
Bernard Salzmann,3.9
Claudio Bigagli,4.8
Horea Popescu,8.5
Stuart Gordon,6.2
Craig Clyde,4.7
Fernando Trueba,5.5
Nicolae Corjos,7.4
Michel Qissi,4
Steven Rush,3.5
Bill Paxton,7.2
Jeff Miller,3.5
Alison Thompson,4.8
Paul F. Ryan,7.2
Ross Partridge,5.1
Charles Herman-Wurmfeld,6.4
Matthew George,4.9
Irwin Winkler,7.5
Singeetam Srinivasa Rao,7.3
Ralf Huettner,6.9
Barbet Schroeder,6.2
Lisandro Duque Naranjo,6.9
Luis Alberto Restrepo,6.9
Michael Davis,5
"Lars Gudmestad, Dag Johan Haugerud",6.1
Hiroaki Gôda,7
Joe Roth,5.7
Ridley Scott,7.7
Gil Junger,4.9
"Gregory Cooke, David Fourier",6.4
Michael Oblowitz,4.8
"Hwa-Kun Chang, Yi-wen Chen",7.2
Coline Serreau,7
John Sjogren,4.1
Peter Del Monte,6
J. Jesses Smith,3.6
Serdar Akar,7.3
Sooraj R. Barjatya,4
Sam Irvin,5.9
Dave Hansen,5
Dominik Graf,6.8
Art Camacho,2.9
Luke Greenfield,6.7
Susanne Bier,5.2
Dave Payne,5.2
Tigran Keosayan,6.5
Shawn Levy,5.4
Davit Rondeli,7.2
George Hickenlooper,6.6
"Barna Kabay, Katalin Petényi",4.4
Omiros Efstratiadis,6.7
Siva Nageshwara Rao,7.2
Mira Nair,7.3
Mark Pellington,6.4
Scott A. Meehan,4.3
Roberto Gavaldón,7.2
Alberto Lecchi,6.7
Mark Romanek,6.8
Ash Smith,2.5
Mikael Ekman,4.9
György Balogh,2.6
Tugo Stiglic,7.2
John Flynn,5.4
Victor Luminera,2.9
"Anthony Abrams, Adam Larson Broder",6.1
Renaud Cohen,6.7
Robert J. Wilson,5.3
Michelle Gallagher,5.3
Chuck Sheetz,6.6
Liliana Cavani,6.6
John Lee Hancock,6.9
Wes Anderson,7.6
Mohan Segal,5.8
Ben Verbong,5.6
Dominique Forma,5.8
Billy Morrissette,6.7
Bala,8.1
Andrew Lau,6.4
Steve Taylor,4
Robert Cary,6.1
Bruce McCulloch,5.2
Víctor Gaviria,6.7
John Michael McCarthy,4.9
"Rakhshan Banietemad, Mohsen Makhmalbaf",5.6
Orhan Aksoy,6.2
Bill Bennett,5.5
D. Charles Griffith,5.7
"Jeyhun Mirzayev, Vagif Mustafayev",8.2
Gabriele Muccino,6.9
Laurent Tuel,5.2
Jonas Quastel,3.6
Eric Fourniols,4.6
Nouchka van Brakel,5.2
Jane Cusumano,6.2
Setsurô Wakamatsu,5.7
Adam Rifkin,1.3
Tak-Hei Tang,6.1
"Tae-yong Kim, Kyu-dong Min",6.4
Stephen Johnson,6.5
José Luis Garci,7
Rahul Rawail,7.2
Kamal,7.3
Kinji Fukasaku,7.6
Rahul Rawail,7
Josetxo San Mateo,6.4
Peter Bogdanovich,6.3
Chee Kong Cheah,5.9
Stanley Tong,5.3
Roman Kachanov,7.5
Rahul Rawail,6.6
Jan Jakub Kolski,6.8
Danny DeVito,6.4
Ram Gopal Varma,6.4
F. Gary Gray,6.1
Joshiy,3.8
Danny DeVito,5.9
Dani Minnick,6.1
"Andrew Stanton, Lee Unkrich",8.1
Takashi Ishii,6.2
Ryuichi Hiroki,5.8
Kelley Cauthen,5.3
Tom Lazarus,5.3
Ilija Stanojevic-Cica,6.2
Quentin Tarantino,8.1
Venyamin Dorman,6.7
Dante Lam,7
"Iskander Khamrayev, Igor Sheshukov",6.1
Harnam Singh Rawail,7.2
Gunnam Gangaraju,7.9
Elliott Lester,5.5
Richard Benjamin,2.9
Harnam Singh Rawail,6.7
Harnam Singh Rawail,6.9
Andrew Currie,5.8
Valeri Chikov,6.4
Aleksandr Rogozhkin,6.4
"Peter Manoogian, Joshua D. Rose",5.9
"Philippe Boon, Laurent Brandenbourger",5.6
Ji-kyoon Kwak,5.8
Shûsuke Kaneko,6.2
Ram Gopal Varma,7.1
Brett Ratner,6.6
Rahul Rawail,5.4
"Alex Smith, Andrew J. Smith",6
Tony Scott,7.1
Glenn Chaika,5.1
Bruno Chiche,5.8
Tetsuro Takeuchi,6.4
"Ariel Zeitoun, Julien Seri",6.2
Rahul Rawail,4.6
João César Monteiro,4.9
Sanjay Gupta,5.8
Stephen Gaghan,4.9
Suneel Darshan,3.7
Tinto Brass,5.1
"Sachin Pilgaonkar, Sachin",8.8
Mamoru Oshii,6.4
Lloyd A. Simandl,3.7
Ertem Egilmez,8.7
Madhur Bhandarkar,7.6
Jimmy Lee,4.1
Robert Malenfant,4.7
K. Viswanath,3.3
Jobst Oetzmann,6.4
Ty Bradford,3
Ashton Root,5.1
Lucho Bender,7.2
David Dhawan,6.2
Glenn Standring,5.5
Ennio De Dominicis,4.5
Farogh Siddique,4.8
Seung-wan Ryoo,6.7
Kathryn Bigelow,6.7
Gabriel Pelletier,5.6
Anthony Hickox,5.2
Michael Parker,6.2
K.C. Bokadia,4.4
"S.V. Krishna Reddy, Ranga Rao Kurra",7
Lyudmil Kirkov,8.3
John Laing,4.2
James Wong,5.9
Lawrence D'Souza,2
Katsuhito Ishii,6.4
"S.V. Krishna Reddy, Ranga Rao Kurra",7.2
Barry W. Blaustein,5.8
Lawrence D'Souza,3.1
Raja Gosnell,5.1
Timothy Bond,3.6
Shrabani Deodhar,2.4
Stan Brakhage,6.1
J.S. Cardone,5.2
Pavlos Tasios,6.8
Alex Stockman,6
Wojciech Marczewski,6.2
Leszek Burzynski,6.2
"S.V. Krishna Reddy, Ranga Rao Kurra",7.5
Spike Jonze,7.7
Shakti Samanta,6.5
Richard Standeven,5.4
Shakti Samanta,7.2
Shakti Samanta,6.9
Richard Dutcher,6.8
Jacques Doillon,6.1
Ramanand Sagar,6.5
Anne Fontaine,6.8
Shakti Samanta,7.2
Jamie Scabbert,4.7
Michael Miller,4.9
Jordi Mollà,4.5
"Milan Blazekovic, Doro Vlado Hreljanovic",8.2
Catti Edfeldt,5.2
Ken Russell,4.6
Kjell-Åke Andersson,5.8
Karl Johan Larsson,4
Ella Lemhagen,4.9
Daniel Lind Lagerlöf,5.3
Di Drew,4.5
Dan Ying,6.3
"Christian Eklöw, Christopher Panov",5.5
"Chris Wedge, Carlos Saldanha",7.5
John A. Davis,6
K. Muralimohana Rao,4.4
Rachid Bouchareb,6.7
Mark Joffe,6.5
Shakti Samanta,6.5
Shakti Samanta,5.5
Mona J. Hoel,6.6
"Torbjörn Jansson, Albert Hanan Kaminski",6.1
Eric Weston,4.3
John Eyres,4.6
Olga Malea,3.7
Will Zens,5.5
Alex Wright,4.2
Jill Sprecher,7
Simon Wells,6
Joseph Cedar,6.6
"Pedro L. Barbero, Vicente J. Martín",4.3
George Mihalka,4.6
Richard Middleton,4.8
Antonio del Real,4
Vincenzo Salemme,5.1
I.V. Sasi,7
Nikos Panayotopoulos,7.1
Pål Sletaune,6.3
Miguel Santesmases,5.4
I.V. Sasi,6.9
Ron Howard,8.2
Frank Darabont,6.9
Ki-hyeong Park,5.6
Neri Parenti,4.1
Rodolphe Marconi,5.3
Mariano Galperin,3.4
Michael Caton-Jones,6.1
Alain Soral,5.2
Jean-François Richet,5.3
Wisit Sasanatieng,6.9
Byeong-ki Ahn,5.1
Sidney J. Furie,6.2
Claude Miller,6.8
Mark Brown,6.2
William Friedkin,6.1
Winrich Kolbe,4
Manuel García Ferré,7.1
Josef Fares,6.7
Teruo Ishii,4.3
James Crowley,5.4
Tomas Ryberger,4.6
I.V. Sasi,6.6
Leopoldo Savona,6
Bertrand Tavernier,6.8
"Nathilde Overrein Rapp, Tony Spataro",4.7
David Semel,6.1
José Bolaños,4.4
Yvan Attal,6.4
Szabolcs Hajdu,6.7
Yazhou Yang,6.8
Kyun-dong Yeo,5.5
"Mårten Knutsson, Torkel Knutsson",5.1
Teruo Ishii,6.2
Árpád Schilling,4.7
Sang-soo Im,6.3
Bong Joon Ho,7
Ming-liang Tsai,7.3
Ashok Gaekwad,3.8
Darko Bajic,6.7
Marion Vernoux,6.3
Ágnes Incze,5.7
Hideaki Anno,7.4
Ki-duk Kim,5.9
Athina Rachel Tsangari,5.8
Malgorzata Szumowska,5.9
Ryuichi Hiroki,6.7
"Miklós Jancsó, István Márton",5.9
Sion Sono,6.5
Gábor Dettre,7.2
"Yilmaz Erdogan, Ömer Faruk Sorak",8
Patrick Hasson,6
Milutin Petrovic,6.5
David Beránek,6.2
Alan Jacobs,6.3
Bharat Rangachary,6.3
Patrick Stettner,6.3
David Weaver,6.1
George Clooney,7
Jabbar Patel,8.8
Masud Kimiai,6.1
William Shatner,2.4
Buichi Saitô,6.3
Michelle Danner,4.3
Vicente Aranda,6.6
Billy Wirth,6.1
Gur Bentwich,6.9
Craig Shapiro,5.2
Jorge Echeverry,6.8
René Cardona Jr.,4.9
Lynn Hershman-Leeson,5.3
Jonathan Demme,4.7
Levan Khotivari,7.4
Grigori Nikulin,5.8
Jian Hong Kuo,4.5
Bob Clark,1.9
"Padam Kumar, Jana Sue Memel",4.3
Johan Nijenhuis,4.6
Victoria Hochberg,5
Randy Ser,6.3
Jeong-kwon Kim,7.1
"Kazuki Akane, Yoshiyuki Takei",6.7
Akihiko Shiota,6.1
David Zucker,4.7
Steve Akahoshi,3.4
Susan Taslimi,5.2
Gísli Snær Erlingsson,6.3
Amos Gitai,4.9
David Michael Latt,3.5
Frank Whaley,5.2
Arjun Hingorani,6.7
Chris Nahon,6.6
Wolfgang Murnberger,7.6
Fredrik Lindström,5.2
Mandel Holland,4.9
Alfred Cheung,3.6
John Mackenzie,5.3
James Savoca,6.2
Laurence Malkin,4.3
Mark Anthony Galluzzo,5.2
Gary Winick,6.1
Nikoloz Sanishvili,7.3
"Anthony Russo, Joe Russo",6.4
Seth Kearsley,5.4
Michael Miller,4.4
Coline Serreau,4.5
I.V. Sasi,7.3
Dennis Joseph,7
Héctor Olivera,5.4
Ellory Elkayem,5.4
Sathyan Anthikad,6.9
Guel Arraes,8.6
Mehmood,6.5
David Fairman,3.8
Harry O'Reilly,5.1
Daniel Knauf,3.5
Joshiy,8.1
Gennady Shpalikov,7.3
Joshiy,7.4
Alvaro Mancori,3.7
Martine Dugowson,6.1
Michael Almereyda,5
Philippa Cousins,5.8
Marc S. Grenier,4.7
Siddique,7.3
K.K. Haridas,5.1
Bhadran,6.9
K. Madhu,7.4
Dave Schultz,7.2
Jayaraaj,6.5
Jon Purdy,6.7
Sathyan Anthikad,7
Joshiy,7.7
Shaji Kailas,7.8
T.S. Suresh Babu,7.3
Rahul Rawail,4.6
Joshiy,6.2
Kaze Shindô,6.1
"Mikhail Kalik, Inna Tumanyan",7.2
Kamal,7.3
Lodewijk Crijns,7.1
I.V. Sasi,8
Irfan Tözüm,5.1
Joshiy,7.1
Dennis Dugan,5.6
Agim Sopi,6
Sathyan Anthikad,5.8
"Joshiy, Priyadarshan",7.7
K. Madhu,6.8
K. Madhu,8.2
Juan José Jusid,4.2
Anthony Adams,3.4
Bart van Leemputten,5.2
Anil Devgan,5.2
Jomon,7.4
Joshiy,6.6
Billy Hayes,5.6
Sathyan Anthikad,6.7
John D. Hancock,5.3
Blake Calhoun,3.8
Cochin Hanifa,8.4
Brian Burns,5.7
David S. Goyer,5.9
Nanouk Leopold,6.6
Patrick Alessandrin,5.6
Gabriel Aghion,4.6
Teddy Chan,5.9
Jack Sholder,3.9
John Hough,3.4
Filip Van Neyghem,5.7
Rod Lurie,7
John Carl Buechler,2.8
Raj Kanwar,4.8
H. Tjut Djalil,4.7
Jay Woelfel,2.5
Max Pécas,3.4
Hans Herbots,5.6
Art Vitello,6.2
Jean-Paul Lilienfeld,4.5
M.A. Thirumugham,6.9
Rudolf van den Berg,5.9
Michael J. Murphy,3.7
Mustafa Altioklar,7.1
Tommy Lee Wallace,4.5
Iain Softley,7.4
"Stan Phillips, Marija Miletic Dail",6
Mark Stratton,4.7
Brett Piper,3.2
Joe Carnahan,7.1
Hal Sutherland,6.4
Filip Bajon,4.6
Hiroyuki Ochi,5.7
Paul Thomas Anderson,7.3
"Johnnie To, Ka-Fai Wai",6.2
Hyung-rae Shim,2.6
Shane Edelman,4.6
Richard Berry,4.6
Dev Anand,3.6
John Murlowski,4
Viorel Sergovici,7.2
Timothy Wayne Folsome,6.1
Shyam Benegal,5.4
Vikram Bhatt,6
Sadao Yamanaka,7.2
Gil Cates Jr.,5.1
Kunal Kohli,5.1
Wilson Yip,5.2
Waldemar Szarek,3.6
"Thomas Ashley, Steven Stockage",2.9
Raj N. Sippy,3.6
Vanessa Middleton,5.9
"Mike Gioscia, Kurt St. Thomas",3.8
Nicole Garcia,6.8
Yûzô Kawashima,6.7
Kamal,7
Hans Petter Moland,7.4
Jesús Franco,3.8
François Dupeyron,7.4
Dante Tomaselli,4.1
Roger Roth,6.4
Brian Avenet-Bradley,4.7
"Jacob Kornbluth, Josh Kornbluth",6.2
Joel Hopkins,7.1
Atsushi Muroga,5.4
A.K. Lohithadas,7.2
Zachary Hansen,4.6
Sathyan Anthikad,6.8
Åke Sandgren,6.8
Indra Kumar,3.8
Atom Egoyan,6.3
"K. Muralimohana Rao, Rajesh Malik",4.8
Kasia Adamik,5
John Quinn,4.6
Caia Coley,5.5
Vinayan,4.7
Jaume Balagueró,5.5
Howard J. Ford,5.5
Francesca Archibugi,6.5
Nikos Zapatinas,6.3
Henry Jaglom,5.8
Thomas Vinterberg,5.4
Sinan Çetin,5.8
Hella Joof,6
Serif Gören,7
Hamid Ali Khan,3.4
Douglas Wolfsperger,3
Humberto Solás,6.3
Harry Bromley Davenport,6.5
Arild Østin Ommundsen,6.6
Ferenc Török,7.8
Dom Rotheroe,7
Don Boyd,6.1
Shaji Kailas,7.5
Jacques Rozier,6.4
Serif Gören,5.7
Mark Nowicki,3.4
Neyazi Mustafa,6.1
Jake Kasdan,6.2
Yasuharu Hasebe,7
Antonis Kokkinos,4.9
Mars Callahan,6.9
"Meccartin, Raffi",8
,3.9
Mark Jones,3.5
"Singeetam Srinivasa Rao, Singeetam Srinivasa Rao",7.2
Venu Nagavalli,5.8
I.V. Sasi,3.6
Rajasenan,6.9
Sibi Malayil,7.8
Muralikrishnan T.,6.1
Jacques Audiard,7.3
Pekka Lehto,3.7
Étienne Chatiliez,6.4
Peter Howitt,6.2
Antoine Santana,5.9
Jesús Franco,2.6
Francisco Athié,5.9
Sinan Çetin,5
Michael Winterbottom,7.3
S.P. Muthuraman,8.3
Maurizio Sciarra,6.5
Maurício de Sousa,7
Gnana Rajasekaran,7.1
Franco Zeffirelli,6.4
Francesco Nuti,4.7
Elia Suleiman,6.6
Simon Rumley,5.9
Merab Kokochashvili,7.9
Yoram Gross,7.1
Jean-Paul Civeyrac,6.6
Sean Wilson,2.2
Ferzan Ozpetek,7.3
Metin Erksan,5.4
Jeff Kennedy,5.1
Hirohisa Sasaki,5.6
Stephen Daldry,7.5
John Ford,6
Fazil,5.9
Mohamed Khan,7.5
"Nan Triveni Achnas, Mira Lesmana",6.8
Kam-Hung Yip,6.3
Tamaz Meliava,7.1
Brian Flemming,5.9
Tony Shalhoub,6
Roger Majkowski,6.9
Daniel Algrant,5.5
Riri Riza,7.8
Rajiv Menon,7
Steven Shainberg,7
Boguslaw Linda,4.8
Leopoldo Laborde,5.5
Ruben Preuss,4.9
Carlo Vanzina,4.7
Tunç Basaran,6.6
Mehmet Aslan,6.4
Mehmet Aslan,6.3
Mehmet Aslan,6.4
Mehmet Aslan,6.6
Amarjeet,6.9
Stole Popov,8.7
"Ramesh Khanna, Ramesh Khanna",5.3
Philippe Le Guay,7.1
Tamra Davis,3.5
Larry Fessenden,5
Tomasz Wiszniewski,6.8
Sung-su Kim,7.1
Metin Erksan,7.6
Harry Basil,5.3
R. Pandiaraajan,7.7
Rosemary Rodriguez,6.3
Rajasenan,6.8
Gustavo Postiglione,7
C. Rudraiyaa,7.5
Venu Nagavalli,7.1
Kamal Selim,7.1
Ali Özgentürk,6.3
Hiroyuki Kitakubo,6.7
Jonathan Figg,3.2
Michael Snow,6.7
"Shin'ichirô Watanabe, Tensai Okamura",7.9
Antonio Margheriti,4.7
Masahiro Shinoda,6.2
Amarjeet,6.6
Sion Sono,6.3
Roberto Santiago,4.9
Mário Márcio Bandarra,3.2
Sion Sono,6.4
Venu Nagavalli,7.2
Stephen Norrington,5.7
Shankar Mukherjee,6.8
Pedro Almodóvar,7.4
Ömer Kavur,4.8
Levan Khotivari,7.5
Stewart Raffill,5.9
Émile Gaudreault,6
Darrell Roodt,4.3
Patrice Leconte,5.3
Doris Wishman,4.6
Maurizio Lucidi,5.1
Montxo Armendáriz,6.8
Rich Murray,5.5
Danny Comden,5.4
Natalya Troshchenko,7.6
Richard Linklater,7.3
Lorenzo Doumani,5.5
Ryûhei Kitamura,6.4
"Dean DeBlois, Chris Sanders",7.2
Nana Mchedlidze,7.2
Cheng-sheng Lin,6.5
Zachary Weintraub,3.3
Sandra Werneck,6.6
Krishna Vamsi,7.6
Ludmil Staikov,8.7
Martyn Burke,5.2
Stefan Jäger,6
Pol Cruchten,5
Gô Rijû,6.2
Peter Hastings,4.1
Merlin Ward,4.8
"Wieland Speck, Andrea Weiss",6.3
Ate de Jong,4.8
Antonio Hernández,2.3
Ömer Ugur,4.8
Eric Hendershot,5.9
Maria Speth,6.9
"Txabi Basterretxea, Joxan Muñoz",6.3
"Tom Hunsinger, Neil Hunter",6.6
Xiaogang Feng,6.8
Kelly Reichardt,6.7
Juliusz Machulski,6.5
Terence Ryan,5.9
Katherine Lindberg,5.5
Wai-Man Cheng,5.1
Xiaoshuai Wang,7.2
Xiaogang Feng,7.1
Khaled Youssef,5.5
Janis Streics,7.4
Joe Maggio,5.8
Michael Lindsay-Hogg,7.7
Jiashan Mi,7.5
"Hans Weingartner, Tobias Amann",7.1
Ray Williams,3
K.S. Sethumadhavan,6.4
Alexandre Rockwell,5.8
"Chris Weitz, Paul Weitz",7
Orhan Aksoy,5.8
James Merendino,6.1
Oksal Pekmezoglu,7.4
David Twohy,6.1
Dae-seung Kim,7
Hannes Stöhr,7
Jan Kounen,5.2
Benoît Graffin,5.9
Kartal Tibet,6.9
Miguel Albaladejo,6.8
Dennis Dimster,5.2
Tom Whitus,3.9
Lars von Trier,8
Gakuryû Ishii,7
Ousmane Sembene,6.7
Adam Ripp,6.1
Jessie Nelson,7.7
Yilmaz Duru,6.7
Masato Harada,6
Mehmet Aslan,5.7
Toni Venturi,6.5
Bill Fishman,6.4
Lyudmil Kirkov,7.1
Paul Quinn,7.1
Peter N. Alexander,7
Metin Erksan,5.3
Aman Chang,5.7
Chuck Russell,5.5
Hardy Martins,7.4
Joel Gallen,5.7
Thomas J. Wright,3.5
Randall Wallace,7.2
Ying Ning,6.8
Paul Matthews,4.5
Daniel Lee,6.3
P. Ramlee,7.3
Ventura Pons,6.3
R. Thyagaraajan,7
Nevil Dwek,5.7
Atif Yilmaz,6.7
Wilson Yip,6.5
Dalibor Matanic,6.1
"Phil Hay, Matt Manfredi",7
Josée Dayan,6.1
Michel Jetté,6.3
David Lister,5.4
Carlo Vanzina,3.4
Matthias Dinter,3.3
Campbell Scott,5.9
Mark Malone,5.3
C.V. Sridhar,6.9
Priyadarshan,6.3
Süreyya Duru,6.5
Christian McIntire,4
David Lister,3.6
"Irina Aktasheva, Hristo Piskov",7.4
Gonzalo Tapia,6.6
Fazil,6.3
Paul Matthews,3.8
P. Ramlee,6.8
Hugh Wilson,6.6
Bill Plympton,6.8
Lukas Nola,6.3
Tahmineh Milani,6.9
Oleg Novkovic,6.5
P. Ramlee,7
Gregor Jordan,6.5
Bob Misiorowski,3.6
P. Ramlee,7.4
Prakash Jha,5.5
Tibor Takács,3.5
Bahram Beizai,7.7
Dragoslav Lazic,3.2
Katherine Stenholm,6.8
"Glenn Durfort, Colin Teague",5.6
Steve Hanft,6.2
Pawel Komorowski,5.8
P. Ramlee,7.2
Reza Mirkarimi,6.9
Pierre Sanoussi-Bliss,6.3
Nico Mastorakis,2.7
"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",6.4
José Luis García Agraz,6.2
Kevin Bray,5.9
Denis Chouinard,6.8
Rahul Rawail,5.2
Young-jun Kim,6.2
Yilmaz Güney,6.7
Michael Vickerman,4.9
Bowie Lau,4.6
Tom Reeve,5.9
Hirokazu Koreeda,6.9
Francis Stokes,5.1
Shaji Kailas,6.8
Michael Apted,5.8
Mike Figgis,4.2
Jesse Dylan,6.3
Raphaël Nadjari,6.7
Oliver Parker,6.8
"Lal, Siddique",8.6
Thampi Kannanthanam,6.3
Christopher Nolan,7.2
Juan Muñoz,2
David Dhawan,5.8
Orhan Aksoy,3.7
Oded Davidoff,7.1
Mohan,7
Bill Bennett,6
Kamal,7
Aman Chang,5.2
Stuart Urban,4.8
Orhan Aksoy,6.1
Zeki Ökten,6.9
David Cronenberg,6.8
Sathyan Anthikad,7.7
Evgeniy Sherstobitov,5.8
Eros Puglielli,6.6
"David Elvin, Martin Gates",6.3
Peter Thorwarth,6.6
Woody Allen,6.6
Zako Heskiya,7.5
Atif Yilmaz,7.8
Joe Ma,6.2
Uwe Boll,4.3
Osman F. Seden,7.1
Petter Næss,7.5
Laurent Cantet,7.4
Joseph Pierson,7.2
Bernard Émond,7
Metin Erksan,7.3
Ron Maxwell,6.4
Shûsuke Kaneko,7.1
Miguel Arteta,6.4
Jeff Kennedy,7
David Cove,4.7
Atif Yilmaz,6.3
Ertem Göreç,7.3
S.P. Muthuraman,6.7
Süreyya Duru,6.4
Atif Yilmaz,7
