,title,year,genre,duration,country,language,director,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,votecat,director_avg
179,Waterworld,1995,"Action, Adventure, Sci-Fi",135,USA,English,Kevin Reynolds,6.2,177164,175000000,88246220,264218220,56,383,129,Middle,6.799999999999999
180,Fuga dalla scuola media,1995,"Comedy, Drama",88,USA,English,Todd Solondz,7.4,31333,800000,4569019,4569019,83,180,79,High,6.6
181,Un amore tutto suo,1995,"Comedy, Drama, Romance",103,USA,English,Jon Turteltaub,6.7,89629,17000000,81057016,182057016,67,218,71,High,6.007692307692308
182,Tonto + tonto,1996,Comedy,88,USA,English,Jason Bloom,4.5,25670,15000000,13427615,13427615,1,150,29,Middle,5.15
183,Piume di struzzo,1996,Comedy,117,USA,English,Mike Nichols,7.1,78136,31000000,124060553,185260553,72,203,78,High,6.5736842105263165
184,Nome in codice: Broken Arrow,1996,"Action, Adventure, Thriller",108,USA,English,John Woo,6.1,89434,50000000,70770147,150270147,61,218,88,Middle,6.515999999999998
185,Bulletproof,1996,"Action, Comedy, Crime",84,USA,English,Ernest R. Dickerson,5.8,34624,25000000,21576954,22611954,30,66,34,Middle,6.166666666666668
186,A spasso col rapinatore,1996,Comedy,89,USA,English,Arthur Hiller,5.0,4429,17000000,3325651,3325651,15,34,15,Middle,6.127586206896551
187,L'ultimo appello,1996,"Crime, Drama, Thriller",113,USA,English,James Foley,6.0,12443,50000000,14551359,22540359,45,59,41,Middle,6.046153846153846
188,Giù le mani dal mio periscopio,1996,Comedy,92,USA,English,David S. Ward,6.2,20695,31000000,25785603,37553752,39,92,32,Middle,6.25
189,Ed - Un campione per amico,1996,"Comedy, Family, Sport",94,USA,English,Bill Couturié,2.7,8063,24000000,4422380,4422380,25,46,17,Low,2.7
190,L'eliminatore - Eraser,1996,"Action, Drama, Thriller",115,USA,English,Chuck Russell,6.1,101977,100000000,101295562,242295562,56,149,78,Middle,5.95
191,Fuga da Los Angeles,1996,"Action, Adventure, Sci-Fi",101,USA,English,John Carpenter,5.8,68450,50000000,25477365,25477365,54,251,131,Middle,6.666666666666668
192,Evita,1996,"Biography, Drama, History",135,USA,English,Alan Parker,6.3,33567,55000000,50047179,141047179,45,212,69,Middle,7.135714285714284
193,Flipper,1996,"Adventure, Family",95,USA,English,Alan Shapiro,5.3,10022,25530000,20080020,20080020,43,34,24,Middle,5.866666666666667
194,Amori e disastri,1996,Comedy,92,USA,English,David O. Russell,6.7,17458,7000000,14702438,14702438,81,107,55,High,6.666666666666668
195,Bus in viaggio,1996,"Drama, History",120,USA,English,Spike Lee,6.7,5029,2400000,5754249,5754249,84,43,34,High,6.408695652173912
196,Girl 6 - Sesso in linea,1996,"Comedy, Drama",108,USA,English,Spike Lee,5.1,5805,12000000,4939939,4939939,44,30,33,Middle,6.408695652173912
197,Un tipo imprevedibile,1996,"Comedy, Sport",92,USA,English,Dennis Dugan,7.0,192461,12000000,38824099,41205099,31,323,72,High,5.7857142857142865
198,Independence Day,1996,"Action, Adventure, Sci-Fi",145,USA,English,Roland Emmerich,7.0,520255,75000000,306169268,817400891,59,946,201,High,5.85294117647059
199,Una promessa è una promessa,1996,"Adventure, Comedy, Family",89,USA,English,Brian Levant,5.6,89388,60000000,60592389,129832389,34,195,93,Middle,5.022222222222222
200,Kazaam - Il gigante rap,1996,"Comedy, Family, Fantasy",93,USA,English,Paul Michael Glaser,3.0,22805,20000000,18937262,18937262,24,107,22,Low,5.68
201,Kingpin,1996,"Comedy, Sport",114,USA,English,"Bobby Farrelly, Peter Farrelly",6.9,75859,27000000,25023434,25023434,43,212,67,High,6.090909090909091
202,Per amore di Vera,1996,"Comedy, Family",93,USA,English,Howard Franklin,5.7,6710,30000000,8315693,8315693,43,39,33,Middle,6.1
203,Il tagliaerbe 2 - The Cyberspace,1996,"Action, Sci-Fi, Thriller",93,USA,English,Farhad Mann,2.5,8856,15000000,2409225,2409225,29,66,39,Low,3.15
204,Spy,1996,"Action, Crime, Drama",121,USA,English,Renny Harlin,6.8,71497,65000000,33447612,89456761,44,309,108,High,5.685714285714285
205,La stanza di Marvin,1996,Drama,98,USA,English,Jerry Zaks,6.7,25100,23000000,12803305,12803305,68,77,47,High,6.15
206,Matilda 6 mitica,1996,"Comedy, Family, Fantasy",98,USA,English,Danny DeVito,6.9,123711,36000000,33459416,33459416,72,199,46,High,6.483333333333333
207,Scambio di identità,1996,"Comedy, Drama, Romance",105,USA,English,Richard Benjamin,6.2,6796,25000000,10082005,10082005,35,58,20,Middle,5.761538461538462
208,Il professore matto,1996,"Comedy, Romance, Sci-Fi",95,USA,English,Tom Shadyac,5.6,107928,54000000,128814019,273961019,62,115,60,Middle,6.4624999999999995
209,Larry Flynt - Oltre lo scandalo,1996,"Biography, Drama",130,USA,English,Milos Forman,7.3,86540,36000000,20300385,20300385,79,142,82,High,7.5
210,Phenomenon,1996,"Drama, Fantasy, Romance",123,USA,English,Jon Turteltaub,6.4,73669,32000000,104636382,152036382,41,136,60,Middle,6.007692307692308
211,Ransom - Il riscatto,1996,"Action, Crime, Thriller",121,USA,English,Ron Howard,6.7,116536,80000000,136492681,309492681,60,182,84,High,6.768
212,The Rock,1996,"Action, Adventure, Thriller",136,USA,English,Michael Bay,7.4,307112,75000000,134069511,335062621,58,470,129,High,6.457142857142856
213,Scream,1996,"Horror, Mystery",111,USA,English,Wes Craven,7.2,278908,14000000,103046663,173046663,65,974,264,High,5.885
214,Sergente Bilko,1996,Comedy,93,USA,English,Jonathan Lynn,5.9,21167,39000000,30356793,37956793,47,86,27,Middle,6.433333333333334
215,Sleepers,1996,"Crime, Drama, Thriller",147,USA,English,Barry Levinson,7.6,183812,44000000,53315285,165615285,49,293,68,High,6.426086956521738
216,Lama tagliente,1996,Drama,135,USA,English,Billy Bob Thornton,8.0,85720,1000000,24444121,24444121,84,324,93,High,6.45
217,Space Jam,1996,"Animation, Adventure, Comedy",88,USA,English,Joe Pytka,6.4,158796,80000000,90418342,230418342,59,186,67,Middle,6.6
218,Primo contatto,1996,"Action, Adventure, Drama",111,USA,English,Jonathan Frakes,7.6,116079,45000000,92027888,146027888,71,324,166,High,5.875
219,Striptease,1996,"Comedy, Crime, Drama",115,USA,English,Andrew Bergman,4.5,42098,40000000,33109743,113309743,37,140,57,Middle,5.6000000000000005
220,Surviving Picasso,1996,"Biography, Drama, Romance",125,USA,English,James Ivory,6.4,6797,16000000,2021348,2021348,55,26,25,Middle,6.269230769230769
221,Swingers,1996,"Comedy, Drama",96,USA,English,Doug Liman,7.2,74052,200000,4555020,4555020,71,278,80,High,6.859999999999999
222,Music Graffiti,1996,"Comedy, Drama, Music",108,USA,English,Tom Hanks,6.9,61290,26000000,25857416,34585416,71,230,76,High,6.5
223,L'occhio del male,1996,"Fantasy, Horror",93,USA,English,Tom Holland,5.8,27421,8500000,15315484,15315484,33,146,82,Middle,5.514285714285714
224,Il momento di uccidere,1996,"Crime, Drama, Thriller",149,USA,English,Joel Schumacher,7.5,128589,40000000,108766007,152266007,54,265,80,High,6.269565217391304
225,Tin Cup,1996,"Comedy, Drama, Romance",135,USA,English,Ron Shelton,6.4,45385,45000000,53854588,53854588,60,85,57,Middle,6.066666666666666
226,Mosche da bar,1996,"Comedy, Drama",95,USA,English,Steve Buscemi,7.1,13443,1300000,749741,749741,76,72,49,High,6.7749999999999995
227,Effetto black out,1996,"Drama, Thriller",94,USA,English,David Koepp,5.7,5979,8000000,3622979,3622979,66,65,29,Middle,6.185714285714285
228,Twister,1996,"Action, Adventure, Thriller",113,USA,English,Jan de Bont,6.4,173857,92000000,241721524,494471524,68,442,119,Middle,5.62
229,Il ritorno della famiglia Brady,1996,Comedy,90,USA,English,Arlene Sanford,5.7,9814,12000000,21440752,21440752,56,68,30,Middle,5.133333333333333
230,Sognando Broadway,1996,Comedy,84,USA,English,Christopher Guest,7.5,26293,4000000,2923982,2923982,71,205,55,High,6.6000000000000005
231,The Watermelon Woman,1996,"Comedy, Drama, Romance",90,USA,English,Cheryl Dunye,7.0,1466,300000,1989,1989,74,13,31,High,5.466666666666666
232,Dead Man on Campus,1998,Comedy,96,USA,English,Alan Cohn,6.1,13342,14000000,15064946,15064946,27,103,27,Middle,6.1
233,Alien - La clonazione,1997,"Action, Horror, Sci-Fi",109,USA,English,Jean-Pierre Jeunet,6.2,224408,75000000,47795658,161376069,63,728,250,Middle,7.279999999999999
234,Glitter,2001,"Drama, Music, Romance",104,USA,English,Vondie Curtis-Hall,2.2,21298,22000000,4274407,5271666,14,319,75,Low,5.000000000000001
235,Anaconda,1997,"Action, Adventure, Horror",89,USA,English,Luis Llosa,4.8,93995,45000000,65885767,136885767,37,311,139,Middle,5.128571428571428
236,L'apostolo,1997,Drama,89,USA,English,Robert Duvall,7.2,13205,5000000,19868354,19868354,83,164,100,High,6.125
237,Austin Powers - Il controspione,1997,"Adventure, Comedy",94,USA,English,Jay Roach,7.0,217740,16500000,53883989,67683989,51,450,120,High,6.609999999999999
238,The Avengers - Agenti speciali,1998,"Action, Adventure, Sci-Fi",89,USA,English,Jeremiah S. Chechik,3.8,40374,60000000,23384939,23384939,12,471,118,Middle,6.016666666666667
239,Un genio in pannolino,1999,"Comedy, Crime, Family",97,USA,English,Bob Clark,2.6,24780,12000000,27250736,36450736,6,186,50,Low,5.539999999999999
240,Mai dire ninja,1997,"Action, Comedy",88,USA,English,Dennis Dugan,5.6,37653,18000000,31480418,31480418,27,82,34,Middle,5.7857142857142865
241,Obsession,1998,"Drama, Thriller",96,USA,English,Jonathan Darby,5.5,9838,21000000,13583690,13583690,18,76,48,Middle,5.5
242,Boogie Nights - L'altra Hollywood,1997,Drama,155,USA,English,Paul Thomas Anderson,7.9,233772,15000000,26400640,43101594,85,605,185,High,7.500000000000001
243,Breakdown - La trappola,1997,"Crime, Drama, Mystery",93,USA,English,Jonathan Mostow,6.9,48061,36000000,50159144,50159144,73,268,86,High,5.816666666666667
244,Bulworth - Il senatore,1998,"Comedy, Drama, Romance",108,USA,English,Warren Beatty,6.8,24434,30000000,26528185,29202884,75,234,107,High,6.475
245,In cerca di Amy,1997,"Comedy, Drama, Romance",113,USA,English,Kevin Smith,7.2,130737,250000,12021272,12021272,71,514,162,High,6.4
246,Ipotesi di complotto,1997,"Action, Mystery, Thriller",135,USA,English,Richard Donner,6.7,92187,75000000,75982834,136982834,49,175,86,High,6.657894736842104
247,Cop Land,1997,"Crime, Drama, Thriller",105,USA,English,James Mangold,6.9,84547,15000000,44862187,44862187,64,242,145,High,7.218181818181818
248,Dante's Peak - La furia della montagna,1997,"Action, Adventure, Thriller",108,USA,English,Roger Donaldson,5.9,79800,116000000,67127760,178127760,43,315,101,Middle,6.511764705882352
249,L'ombra del diavolo,1997,"Action, Crime, Drama",111,USA,English,Alan J. Pakula,6.2,57594,90000000,42868348,140807547,53,129,72,Middle,6.525
250,Il dottor Dolittle,1998,"Comedy, Family, Fantasy",85,USA,English,Betty Thomas,5.4,90193,71500000,144156605,294456605,46,110,78,Middle,5.675
251,La baia di Eva,1997,Drama,109,USA,English,Kasi Lemmons,7.3,8461,6000000,14842388,14842388,78,214,40,High,6.725
252,Una ragazza sfrenata,1997,"Action, Comedy, Crime",101,USA,English,Marco Brambilla,5.4,12518,20000000,14515490,14515490,34,106,48,Middle,6.050000000000001
253,Due padri di troppo,1997,"Comedy, Romance",98,USA,English,Ivan Reitman,5.3,14512,85000000,28598376,28598376,43,58,35,Middle,6.062499999999999
254,Fire Down Below - L'inferno sepolto,1997,"Action, Drama, Thriller",105,USA,English,Félix Enríquez Alcalá,5.1,16407,60000000,16228448,16228448,40,115,47,Middle,5.1
255,Flubber - Un professore tra le nuvole,1997,"Comedy, Family, Sci-Fi",93,USA,English,Les Mayfield,5.3,83052,80000000,92977226,177977226,37,81,60,Middle,5.728571428571429
256,Conflitto di interessi,1998,"Crime, Mystery, Thriller",114,USA,English,Robert Altman,5.7,10403,25000000,1677131,1677131,65,106,69,Middle,6.531428571428571
257,Missione Hamburger,1997,"Comedy, Family",95,USA,English,Brian Robbins,5.7,25675,9000000,23712993,23712993,41,105,33,Middle,5.455555555555556
258,Will Hunting - Genio ribelle,1997,"Drama, Romance",126,USA,English,Gus Van Sant,8.3,837379,10000000,138433435,225933435,70,899,164,High,6.594117647058823
259,L'ultimo contratto,1997,"Action, Comedy, Crime",107,USA,English,George Armitage,7.3,86467,15000000,28084357,28084357,76,319,70,High,5.683333333333334
260,Gummo,1997,"Comedy, Drama",89,USA,English,Harmony Korine,6.8,31402,1300000,116799,116799,19,407,53,High,5.92
261,Sydney,1996,"Crime, Drama",102,USA,English,Paul Thomas Anderson,7.2,40454,3000000,222559,222559,78,167,75,High,7.500000000000001
262,Fast Food,1998,"Comedy, Romance, Drama",91,USA,English,Dean Parisot,5.1,7965,35000000,10493366,10493366,45,87,43,Middle,6.32
263,Hoodlum,1997,"Crime, Drama",130,USA,English,Bill Duke,6.3,10379,30000000,23499102,23499102,50,60,47,Middle,5.925
264,Ricominciare a vivere,1998,"Drama, Romance",114,USA,English,Forest Whitaker,6.1,24103,30000000,60053195,81471882,42,167,68,Middle,5.7
265,L'uomo che sussurrava ai cavalli,1998,"Drama, Romance, Western",169,USA,English,Robert Redford,6.6,38447,60000000,75383563,186883563,65,283,98,Middle,6.888888888888889
266,La casa del sì,1997,"Comedy, Drama",85,USA,English,Mark Waters,6.6,7510,1500000,626057,626057,54,91,44,Middle,6.154545454545455
267,So cosa hai fatto,1997,"Horror, Mystery",101,USA,English,Jim Gillespie,5.7,130567,17000000,72586134,125586134,52,445,163,Middle,5.275
268,Tempesta di ghiaccio,1997,Drama,112,USA,English,Ang Lee,7.4,52746,18000000,8038061,8038061,72,301,135,High,7.1071428571428585
269,In & Out,1997,"Comedy, Romance",90,USA,English,Frank Oz,6.4,37988,35000000,63856929,63856929,70,152,78,Middle,6.609090909090909
270,Jackie Brown,1997,"Crime, Drama, Thriller",154,USA,English,Quentin Tarantino,7.5,309422,12000000,39673162,39673162,64,545,174,High,7.858333333333333
271,Baciami Guido,1997,Comedy,86,USA,English,Tony Vitale,6.1,1931,740000,1918497,1918497,46,24,23,Middle,5.15
272,L.A. Confidential,1997,"Crime, Drama, Mystery",138,USA,English,Curtis Hanson,8.2,521530,35000000,64616940,126216940,90,715,132,High,6.218181818181819
273,Ci pensa Beaver,1997,"Comedy, Family",84,USA,English,Andy Cadiff,5.2,3931,15000000,10925060,10925060,42,25,23,Middle,5.8
274,Amici & vicini,1998,"Comedy, Drama, Romance",100,USA,English,Neil LaBute,6.3,7647,5000000,4714658,4714658,70,122,47,Middle,5.880000000000001
275,Bugiardo bugiardo,1997,"Comedy, Fantasy",86,USA,English,Tom Shadyac,6.9,276072,45000000,181410615,302710615,70,294,80,High,6.4624999999999995
276,Mad City - Assalto alla notizia,1997,"Crime, Drama, Thriller",114,USA,English,Costa-Gavras,6.3,18934,50000000,10541523,10541523,45,77,67,Middle,6.9111111111111105
277,La mia flotta privata,1997,"Action, Comedy",108,USA,English,Bryan Spicer,4.6,6339,31190000,4529843,4529843,18,43,21,Middle,5.2
278,Mortal Kombat - Distruzione totale,1997,"Action, Adventure, Fantasy",95,USA,English,John R. Leonetti,3.7,45886,30000000,35927406,51376861,11,289,70,Middle,4.733333333333333
279,Un topolino sotto sfratto,1997,Comedy,98,USA,English,Gore Verbinski,6.5,50512,38000000,61917389,122417389,54,114,73,Middle,6.860000000000001
280,Mr. Magoo,1997,"Adventure, Comedy, Family",87,USA,English,Stanley Tong,4.0,14059,30000000,21437192,21437192,18,53,19,Middle,5.875
281,Delitto alla Casa Bianca,1997,"Action, Crime, Drama",107,USA,English,Dwight H. Little,6.1,28034,40000000,25804707,25804707,47,66,61,Middle,5.216666666666667
282,I segreti del cuore,1997,"Comedy, Drama, Romance",93,USA,English,Bart Freundlich,5.9,2413,2000000,523025,523025,58,37,35,Middle,5.785714285714286
283,Prossima fermata Wonderland,1998,"Comedy, Drama, Romance",104,USA,English,Brad Anderson,6.6,4593,1000000,3395581,3395581,71,88,41,Middle,6.58
284,Qualcosa è cambiato,1997,"Comedy, Drama, Romance",139,USA,English,James L. Brooks,7.7,270079,50000000,148478011,314178011,67,548,136,High,6.6000000000000005
285,Romantici equivoci,1997,"Comedy, Drama, Romance",101,USA,English,Glenn Gordon Caron,5.5,18595,10000000,31407873,44332015,44,75,58,Middle,5.95
286,L'uomo del giorno dopo,1997,"Action, Adventure, Drama",177,USA,English,Kevin Costner,6.1,67730,80000000,17626234,17626234,29,426,85,Middle,7.166666666666667
287,Prefontaine,1997,"Biography, Drama, Romance",106,USA,English,Steve James,6.8,6784,8000000,589304,589304,56,38,26,High,6.8
288,Private Parts,1997,"Biography, Comedy, Drama",109,USA,English,Betty Thomas,6.9,33448,28000000,41230799,41230799,67,108,34,High,5.675
289,Scream 2,1997,"Horror, Mystery",120,USA,English,Wes Craven,6.2,153698,24000000,101363301,172363301,63,523,210,Middle,5.885
290,I sapori della vita,1997,"Comedy, Drama",115,USA,English,George Tillman Jr.,7.1,6839,7500000,43700855,43700855,68,32,33,High,7.057142857142857
291,Il prigioniero,1997,"Drama, Mystery, Thriller",110,USA,English,David Mamet,7.1,21543,10000000,9593903,9593903,70,271,104,High,6.822222222222223
292,Spawn,1997,"Action, Drama, Horror",96,USA,English,Mark A.Z. Dippé,5.3,63089,40000000,54870175,87840042,34,234,91,Middle,5.3
293,Sfera,1998,"Action, Mystery, Sci-Fi",134,USA,English,Barry Levinson,6.1,97924,80000000,37020277,37020277,35,311,107,Middle,6.426086956521738
294,Starship Troopers - Fanteria dello spazio,1997,"Action, Adventure, Sci-Fi",129,USA,English,Paul Verhoeven,7.2,264611,105000000,54814377,121214377,51,1147,201,High,6.829411764705883
295,Suicide Kings,1997,"Comedy, Crime, Drama",106,USA,English,Peter O'Fallon,6.9,25806,5000000,1740156,1740156,43,162,44,High,6.9
296,Telling Lies in America,1997,"Drama, Music",101,USA,English,Guy Ferland,6.2,2079,4000000,318809,318809,65,26,24,Middle,6.0
297,Smoke Signals,1998,"Comedy, Drama",89,USA,English,Chris Eyre,7.1,9551,2000000,6745362,6745362,76,135,43,High,6.633333333333333
298,The Truman Show,1998,"Comedy, Drama, Sci-Fi",103,USA,English,Peter Weir,8.1,910502,60000000,125618201,264118201,90,1165,238,High,7.028571428571428
299,L'oro di Ulisse,1997,Drama,113,USA,English,Victor Nunez,7.0,6668,2700000,9161691,9161691,77,64,61,High,6.675
300,Las Vegas - Una vacanza al casinò,1997,Comedy,93,USA,English,Stephen Kessler,6.0,43652,25000000,36400360,36400360,20,108,39,Middle,5.95
301,Vulgar,2000,"Crime, Drama, Thriller",87,USA,English,Bryan Johnson,5.3,3906,120000,15927,15927,5,119,23,Middle,5.3
302,Waterboy,1998,"Comedy, Sport",90,USA,English,Frank Coraci,6.1,145886,23000000,161491646,185991646,41,335,90,Middle,5.8999999999999995
303,Celebrity,1998,"Comedy, Drama",113,USA,English,Woody Allen,6.3,23829,12000000,5078660,5078660,41,162,76,Middle,7.048936170212768
304,Studio 54,1998,"Drama, Music",93,USA,English,Mark Christopher,5.9,31181,13000000,16757163,16757163,33,196,69,Middle,5.800000000000001
305,American History X,1998,Drama,119,USA,English,Tony Kaye,8.5,1014218,20000000,6719864,23875127,62,1594,174,High,8.1
306,Z la formica,1998,"Animation, Adventure, Comedy",83,USA,English,"Eric Darnell, Tim Johnson",6.5,144455,105000000,90757863,171757863,72,307,106,Middle,6.5
307,Essere John Malkovich,1999,"Comedy, Drama, Fantasy",113,USA,English,Spike Jonze,7.7,304963,13000000,22863596,23106667,90,888,263,High,7.525
308,Beloved - L'ombra del passato,1998,"Drama, History, Horror",172,USA,English,Jonathan Demme,6.0,6987,80000000,22852487,22852487,57,210,69,Middle,6.294117647058824
